"year","A","C","I","K","pct_AV","adoption","r","s","i","scenario"
27,257609.463073529,403221.013058577,1748371.07871782,1,0.638879063170512,0.774944681463911,0,0,0,"No Policy"
28,260436.619289121,401965.542144477,1660952.52478193,1,0.647907822893717,0.773445258833476,0,0,0,"No Policy"
29,263024.879050576,400797.954194364,1577904.89854283,1,0.65625304794601,0.771925217341273,0,0,0,"No Policy"
30,265390.403279869,399712.097400758,1499009.65361569,1,0.663953893328837,0.770384344191053,0,0,0,"No Policy"
0,98,512539,6983872,0.01,0.00019120496196387,0,10000,500,5e+06,"High Rebates"
1,6024.54,503631.27,11634678.4,0.522499979166875,0.011962204014854,0.22,10000,500,5e+06,"High Rebates"
2,25358.3466381306,495347.0811,16052944.48,1,0.0511930878482583,0.732499979166875,10000,500,5e+06,"High Rebates"
3,48256.6495469997,487642.785423,20250297.256,1,0.0989590146507347,0.914845649741871,10000,500,5e+06,"High Rebates"
4,69589.5480847878,480477.79044339,24237782.3932,1,0.14483405782517,0.916235224548687,10000,500,5e+06,"High Rebates"
5,89457.9568981557,473814.345112353,28025893.27354,1,0.188803816982247,0.917303566158808,10000,500,5e+06,"High Rebates"
6,107958.595189991,467617.340954488,31624598.609863,1,0.230869528853717,0.918157036511156,10000,500,5e+06,"High Rebates"
7,125183.094134242,461854.127087674,35043368.6793698,1,0.271044658458748,0.918858012886552,10000,500,5e+06,"High Rebates"
8,141217.734448488,456494.338191536,38291200.2454014,1,0.30935265267022,0.919445936360529,10000,500,5e+06,"High Rebates"
9,156143.468732981,451509.734518129,41376640.2331313,1,0.345825254243133,0.919947189317293,10000,500,5e+06,"High Rebates"
10,170036.080147027,446874.05310186,44307808.2214747,1,0.380501125466485,0.920380208578225,10000,500,5e+06,"High Rebates"
11,182966.406909847,442562.86938473,47092417.810401,1,0.413424667017852,0.920758337898095,10000,500,5e+06,"High Rebates"
12,195000.596619461,438553.468527799,49737796.9198809,1,0.444644976299169,0.92109151625152,10000,500,5e+06,"High Rebates"
13,206200.371043742,434824.725730853,52250907.0738869,1,0.474214916590038,0.921387326201093,10000,500,5e+06,"High Rebates"
14,216623.290646278,431356.994929693,54638361.7201925,1,0.502190281350569,0.921651671323617,10000,500,5e+06,"High Rebates"
15,226323.012803892,428132.005284614,56906443.6341829,1,0.528629044337473,0.921889228878489,10000,500,5e+06,"High Rebates"
16,235349.540344261,425132.764914691,59061121.4524738,1,0.553590689232073,0.922103761091643,10000,500,5e+06,"High Rebates"
17,243749.458604167,422343.471370663,61108065.3798501,1,0.577135613847916,0.922298334594161,10000,500,5e+06,"High Rebates"
18,251566.160157226,419749.428374717,63052662.1108576,1,0.599324604517743,0.922475478507613,10000,500,5e+06,"High Rebates"
19,258840.056941505,417336.968388486,64900029.0053147,1,0.620218376390176,0.922637300529664,10000,500,5e+06,"High Rebates"
20,265608.779876663,415093.380601292,66655027.5550489,1,0.63987717532838,0.922785573639725,10000,500,5e+06,"High Rebates"
21,271907.366281265,413006.843959202,68322276.1772965,1,0.658360437020082,0.92292180185273,10000,500,5e+06,"High Rebates"
22,277768.435534272,411066.364882058,69906162.3684317,1,0.675726498843974,0.923047270771077,10000,500,5e+06,"High Rebates"
23,283222.353501473,409261.719340314,71410854.2500101,1,0.692032360021351,0.923163086933629,10000,500,5e+06,"High Rebates"
24,288297.386287473,407583.398986492,72840311.5375096,1,0.707333485623707,0.923270208791372,10000,500,5e+06,"High Rebates"
25,293019.843889489,406022.561057437,74198295.9606341,1,0.721683650106421,0.92336947134366,10000,500,5e+06,"High Rebates"
26,297414.214328838,404570.981783417,75488381.1626024,1,0.735134816189205,0.923461605918197,10000,500,5e+06,"High Rebates"
27,301503.288825277,403221.013058577,76713962.1044723,1,0.747737045096597,0.923547256190492,10000,500,5e+06,"High Rebates"
28,305308.27856185,401965.542144477,77878263.9992487,1,0.759538434396732,0.923626991262224,10000,500,5e+06,"High Rebates"
29,308848.923566317,400797.954194364,78984350.7992862,1,0.770585079924194,0.923701316418123,10000,500,5e+06,"High Rebates"
30,312143.594211152,399712.097400758,80035133.2593219,1,0.780921058534267,0.923770682034753,10000,500,5e+06,"High Rebates"
0,98,512539,6983872,0.01,0.00019120496196387,0,1000,500,2e+07,"Infra Focus"
1,6024.54,503631.27,26634678.4,0.522499979166875,0.011962204014854,0.22,1000,500,2e+07,"Infra Focus"
2,25358.3466381306,495347.0811,45302944.48,1,0.0511930878482583,0.732499979166875,1000,500,2e+07,"Infra Focus"
3,46544.0666442192,487642.785423,63037797.256,1,0.095447052710613,0.851346098285419,1000,500,2e+07,"Infra Focus"
4,66308.2775539882,480477.79044339,79885907.3932,1,0.138004875298811,0.853626087314212,1000,500,2e+07,"Infra Focus"
5,84733.5998085422,473814.345112353,95891612.02354,1,0.178832913529559,0.855280003089847,1000,500,2e+07,"Infra Focus"
6,101903.420540408,467617.340954488,111097031.422363,1,0.217920533768926,0.856550712586713,1000,500,2e+07,"Infra Focus"
7,117898.725455647,461854.127087674,125542179.851245,1,0.255272646796694,0.857565604488977,1000,500,2e+07,"Infra Focus"
8,132796.839645066,456494.338191536,139265070.858683,1,0.290905775898906,0.85839914613699,1000,500,2e+07,"Infra Focus"
9,146670.94273071,451509.734518129,152301817.315748,1,0.324845582537092,0.859098326318051,1000,500,2e+07,"Infra Focus"
10,159589.938315762,446874.05310186,164686726.449961,1,0.357125094213929,0.859694533785771,1000,500,2e+07,"Infra Focus"
11,171618.497821716,442562.86938473,176452390.127463,1,0.387783317792356,0.860209684392175,1000,500,2e+07,"Infra Focus"
12,182817.193209883,438553.468527799,187629770.62109,1,0.416864091449535,0.860659630540869,1000,500,2e+07,"Infra Focus"
13,193242.674733208,434824.725730853,198248282.090035,1,0.444415101759464,0.861056175306527,1000,500,2e+07,"Infra Focus"
14,202947.869928895,431356.994929693,208335867.985534,1,0.470487026556678,0.861408321357507,1000,500,2e+07,"Infra Focus"
15,211982.190423293,428132.005284614,217919074.586257,1,0.49513278102713,0.861723077101228,1000,500,2e+07,"Infra Focus"
16,220391.73877658,425132.764914691,227023120.856944,1,0.518406853023443,0.862005994917244,1000,500,2e+07,"Infra Focus"
17,228219.510824175,422343.471370663,235671964.814097,1,0.540364718042206,0.862261541043936,1000,500,2e+07,"Infra Focus"
18,235505.590883207,419749.428374717,243888366.573392,1,0.561062326624462,0.862493356200374,1000,500,2e+07,"Infra Focus"
19,242287.338356362,417336.968388486,251693948.244722,1,0.580555658157808,0.862704443269551,1000,500,2e+07,"Infra Focus"
20,248599.564989397,415093.380601292,259109250.832486,1,0.598900335701049,0.862897305079008,1000,500,2e+07,"Infra Focus"
21,254474.702495522,413006.843959202,266153788.290862,1,0.616151296806743,0.863074047288944,1000,500,2e+07,"Infra Focus"
22,259942.960550111,411066.364882058,272846098.876319,1,0.632362515538562,0.863236456406181,1000,500,2e+07,"Infra Focus"
23,265032.475343212,409261.719340314,279203793.932503,1,0.647586771053047,0.863386059755622,1000,500,2e+07,"Infra Focus"
24,269769.448992297,407583.398986492,285243604.235878,1,0.661875458281945,0.863524172158326,1000,500,2e+07,"Infra Focus"
25,274178.280187095,406022.561057437,290981424.024084,1,0.675278436432278,0.863651932675527,1000,500,2e+07,"Infra Focus"
26,278281.686477465,404570.981783417,296432352.82288,1,0.68784391122357,0.863770333832639,1000,500,2e+07,"Infra Focus"
27,282100.818633934,403221.013058577,301610735.181736,1,0.699618347005522,0.863880245083118,1000,500,2e+07,"Infra Focus"
28,285655.367515534,401965.542144477,306530198.422649,1,0.710646405141021,0.863982431812213,1000,500,2e+07,"Infra Focus"
29,288963.66387534,400797.954194364,311203688.501516,1,0.720970905293618,0.864077570852572,1000,500,2e+07,"Infra Focus"
30,292042.771523828,399712.097400758,315643504.076441,1,0.730632806519792,0.864166263246634,1000,500,2e+07,"Infra Focus"
0,98,512539,6983872,0.01,0.00019120496196387,0,12000,5000,4e+07,"Aggressive"
1,8451.84,503631.27,46634678.4,0.612499979166875,0.0167818014953678,0.31,12000,5000,4e+07,"Aggressive"
2,32470.3356381306,495347.0811,84302944.48,1,0.0655506752276099,0.912499979166875,12000,5000,4e+07,"Aggressive"
3,55446.578189326,487642.785423,120087797.256,1,0.113703267733633,0.936194514121783,12000,5000,4e+07,"Aggressive"
4,76840.600456113,480477.79044339,154083407.3932,1,0.15992539506395,0.937162875047825,12000,5000,4e+07,"Aggressive"
5,96755.706617936,473814.345112353,186379237.02354,1,0.204205946096868,0.937854957128325,12000,5000,4e+07,"Aggressive"
6,115290.957184483,467617.340954488,217060275.172363,1,0.246549789939686,0.938381536143974,12000,5000,4e+07,"Aggressive"
7,132540.00507986,461854.127087674,246207261.413745,1,0.286973737607631,0.938799217585836,12000,5000,4e+07,"Aggressive"
8,148590.824120473,456494.338191536,273896898.343058,1,0.325504199480622,0.939140504123216,12000,5000,4e+07,"Aggressive"
9,163525.775875372,451509.734518129,300202053.425905,1,0.362175526624899,0.939425637498418,12000,5000,4e+07,"Aggressive"
10,177421.817624222,446874.05310186,325191950.754609,1,0.397028684911766,0.939668003712515,12000,5000,4e+07,"Aggressive"
11,190350.769693915,442562.86938473,348932353.216879,1,0.430110121887426,0.939876874430421,12000,5000,4e+07,"Aggressive"
12,202379.604684965,438553.468527799,371485735.556035,1,0.461470765159703,0.940058912481417,12000,5000,4e+07,"Aggressive"
13,213570.740185427,434824.725730853,392911448.778233,1,0.491165123663235,0.940219051850543,12000,5000,4e+07,"Aggressive"
14,223982.325583513,431356.994929693,413265876.339322,1,0.519250477484478,0.940361038600887,12000,5000,4e+07,"Aggressive"
15,233668.51815107,428132.005284614,432602582.522355,1,0.545786148353313,0.940487777471387,12000,5000,4e+07,"Aggressive"
16,242679.746003401,425132.764914691,450972453.396238,1,0.570832845716085,0.940601561842994,12000,5000,4e+07,"Aggressive"
17,251062.956891188,422343.471370663,468423830.726426,1,0.594452084405127,0.940704230924176,12000,5000,4e+07,"Aggressive"
18,258861.852549902,419749.428374717,485002639.190104,1,0.616705670219073,0.940797279981379,12000,5000,4e+07,"Aggressive"
19,266117.108776749,417336.968388486,500752507.230599,1,0.637655249675913,0.940881939389678,12000,5000,4e+07,"Aggressive"
20,272866.581661555,415093.380601292,515714881.869069,1,0.657361920024571,0.940959232450097,12000,5000,4e+07,"Aggressive"
21,279145.500542081,413006.843959202,529929137.775616,1,0.675885895415467,0.94103001842176,12000,5000,4e+07,"Aggressive"
22,284986.648329818,411066.364882058,543432680.886835,1,0.69328622499091,0.941095025053099,12000,5000,4e+07,"Aggressive"
23,290420.529885612,409261.719340314,556261046.842493,1,0.70962055858471,0.941154873521748,12000,5000,4e+07,"Aggressive"
24,295475.529131239,407583.398986492,568447994.500368,1,0.724944955721889,0.94121009779829,12000,5000,4e+07,"Aggressive"
25,300178.05557333,406022.561057437,580025594.77535,1,0.739313733679113,0.941261159854553,12000,5000,4e+07,"Aggressive"
26,304552.68089617,404570.981783417,591024315.036582,1,0.752779350495309,0.941308461734269,12000,5000,4e+07,"Aggressive"
27,308622.266253883,403221.013058577,601473099.284753,1,0.765392318998634,0.941352355225994,12000,5000,4e+07,"Aggressive"
28,312408.080863074,401965.542144477,611399444.320516,1,0.777201148129225,0.941393149683449,12000,5000,4e+07,"Aggressive"
29,315929.912465904,400797.954194364,620829472.10449,1,0.788252308076146,0.941431118399919,12000,5000,4e+07,"Aggressive"
30,319206.17020195,399712.097400758,629787998.499265,1,0.798590216002164,0.941466503843471,12000,5000,4e+07,"Aggressive"
0,98,512539,6983872,0.01,0.00019120496196387,0,5000,1000,1e+07,"Moderate Rebate"
1,6294.24,503631.27,16634678.4,0.532499979166875,0.0124977148460222,0.23,5000,1000,1e+07,"Moderate Rebate"
2,26148.5676381306,495347.0811,25802944.48,1,0.0527883753348529,0.752499979166875,5000,1000,1e+07,"Moderate Rebate"
3,48127.5245204508,487642.785423,34512797.256,1,0.0986942203578449,0.882808921653295,5000,1000,1e+07,"Moderate Rebate"
4,68620.5164396406,480477.79044339,42787157.3932,1,0.142817249422324,0.884757828536202,5000,1000,1e+07,"Moderate Rebate"
5,87717.9637081928,473814.345112353,50647799.52354,1,0.185131506914154,0.886202573946123,5000,1000,1e+07,"Moderate Rebate"
6,105508.952884861,467617.340954488,58115409.547363,1,0.22563096712688,0.887328388440554,5000,1000,1e+07,"Moderate Rebate"
7,122079.065264638,461854.127087674,65209639.0699948,1,0.264323859211641,0.888236525091473,5000,1000,1e+07,"Moderate Rebate"
8,137509.53368979,456494.338191536,71949157.1164951,1,0.301229439634569,0.88898787518268,5000,1000,1e+07,"Moderate Rebate"
9,151876.96264063,451509.734518129,78351699.2606703,1,0.336375832079722,0.889621665151108,5000,1000,1e+07,"Moderate Rebate"
10,165253.312250528,446874.05310186,84434114.2976368,1,0.36979840539737,0.89016451593406,5000,1000,1e+07,"Moderate Rebate"
11,177706.013017815,442562.86938473,90212408.582755,1,0.401538459981673,0.8906352474907,5000,1000,1e+07,"Moderate Rebate"
12,189298.146166048,438553.468527799,95701788.1536172,1,0.431642113791761,0.891047610659243,5000,1000,1e+07,"Moderate Rebate"
13,200088.655663885,434824.725730853,100916698.745936,1,0.460159332769258,0.89141192916057,5000,1000,1e+07,"Moderate Rebate"
14,210132.573256216,431356.994929693,105870863.80864,1,0.487143075749741,0.891736132324919,5000,1000,1e+07,"Moderate Rebate"
15,219481.245935436,428132.005284614,110577320.618208,1,0.512648536494086,0.89202642963126,5000,1000,1e+07,"Moderate Rebate"
16,228182.559758627,425132.764914691,115048454.587297,1,0.536732471806577,0.892287765616298,5000,1000,1e+07,"Moderate Rebate"
17,236281.156501994,422343.471370663,119296031.857932,1,0.559452607933474,0.892524135204711,5000,1000,1e+07,"Moderate Rebate"
18,243818.641186699,419749.428374717,123331230.265036,1,0.580867119059036,0.892738807558193,5000,1000,1e+07,"Moderate Rebate"
19,250833.779454061,417336.968388486,127164668.751784,1,0.601034172512049,0.892934488336339,5000,1000,1e+07,"Moderate Rebate"
20,257362.684355728,415093.380601292,130806435.314195,1,0.62001153567643,0.893113439505055,5000,1000,1e+07,"Moderate Rebate"
21,263438.992493903,413006.843959202,134266113.548485,1,0.637856239786493,0.89327756926497,5000,1000,1e+07,"Moderate Rebate"
22,269094.02967925,411066.364882058,137552807.871061,1,0.65462429590039,0.893428500553191,5000,1000,1e+07,"Moderate Rebate"
23,274356.966418849,409261.719340314,140675167.477508,1,0.670370458446695,0.893567623920894,5000,1000,1e+07,"Moderate Rebate"
24,279254.963634161,407583.398986492,143641409.103632,1,0.685148031859404,0.893696138844338,5000,1000,1e+07,"Moderate Rebate"
25,283813.309058761,406022.561057437,146459338.648451,1,0.699008715967908,0.89381508635487,5000,1000,1e+07,"Moderate Rebate"
26,288055.544790327,404570.981783417,149136371.716028,1,0.712002485992768,0.893925375071563,5000,1000,1e+07,"Moderate Rebate"
27,292003.586479321,403221.013058577,151679553.130227,1,0.724177503211868,0.894027802162265,5000,1000,1e+07,"Moderate Rebate"
28,295677.834633504,401965.542144477,154095575.473715,1,0.735580052598712,0.894123070364704,5000,1000,1e+07,"Moderate Rebate"
29,299097.278506858,400797.954194364,156390796.70003,1,0.746254503988345,0.894211801916918,5000,1000,1e+07,"Moderate Rebate"
30,302279.593025993,399712.097400758,158571256.865028,1,0.756243293589691,0.894294550041329,5000,1000,1e+07,"Moderate Rebate"
0,98,512539,6983872,0.01,0.00019120496196387,0,0,8000,3e+07,"Supply Push"
1,10070.04,503631.27,36634678.4,0.672499979166875,0.0199948664823771,0.37,0,8000,3e+07,"Supply Push"
2,32048.4467616243,495347.0811,64802944.48,1,0.0646989716593371,0.841057084227818,0,8000,3e+07,"Supply Push"
3,52581.1128058515,487642.785423,91562797.256,1,0.107827111110114,0.844496007324468,0,8000,3e+07,"Supply Push"
4,71736.850175817,480477.79044339,116984657.3932,1,0.149303155322991,0.84673397354005,0,8000,3e+07,"Supply Push"
5,89595.1183387283,473814.345112353,141135424.52354,1,0.189093300494064,0.84834437060506,0,8000,3e+07,"Supply Push"
6,106236.505529693,467617.340954488,164078653.297363,1,0.227186838950083,0.849575286417348,0,8000,3e+07,"Supply Push"
7,121739.415641171,461854.127087674,185874720.632495,1,0.263588454668201,0.850554894273497,0,8000,3e+07,"Supply Push"
8,136178.76452137,456494.338191536,206580984.60087,1,0.298314246483013,0.851357359105711,0,8000,3e+07,"Supply Push"
9,149625.476776149,451509.734518129,226251935.370827,1,0.331389259936634,0.852029135012039,0,8000,3e+07,"Supply Push"
10,162146.344551122,446874.05310186,244939338.602285,1,0.362845735673453,0.852601080804731,0,8000,3e+07,"Supply Push"
11,173804.063096744,442562.86938473,262692371.672171,1,0.392721746716742,0.853094648283316,0,8000,3e+07,"Supply Push"
12,184657.356012203,438553.468527799,279557753.088562,1,0.421060074230146,0.853525299674842,0,8000,3e+07,"Supply Push"
13,194761.145842034,434824.725730853,295579865.434134,1,0.447907247028512,0.853904514300531,0,8000,3e+07,"Supply Push"
14,204166.746124551,431356.994929693,310800872.162428,1,0.473312705078141,0.854241026750443,0,8000,3e+07,"Supply Push"
15,212922.061463172,428132.005284614,325260828.554306,1,0.497328064323584,0.854541622815699,0,8000,3e+07,"Supply Push"
16,221071.787875325,425132.764914691,338997787.126591,1,0.520006468849057,0.854811669060995,0,8000,3e+07,"Supply Push"
17,228657.608903119,422343.471370663,352047897.770261,1,0.54140202087424,0.855055475679151,0,8000,3e+07,"Supply Push"
18,235718.384873875,419749.428374717,364445502.881748,1,0.561569281431983,0.855276551500739,0,8000,3e+07,"Supply Push"
19,242290.333854104,417336.968388486,376223227.737661,1,0.580562835805532,0.855477787222821,0,8000,3e+07,"Supply Push"
20,248407.203557252,415093.380601292,387412066.350778,1,0.598436918452944,0.855661589652801,0,8000,3e+07,"Supply Push"
21,254100.433916822,413006.843959202,398041463.033239,1,0.615245092504866,0.855829981778916,0,8000,3e+07,"Supply Push"
22,259399.310322553,411066.364882058,408139389.881577,1,0.63103997914541,0.855984678528323,0,8000,3e+07,"Supply Push"
23,264331.10769852,409261.719340314,417732420.387498,1,0.64587303235835,0.856127144921984,0,8000,3e+07,"Supply Push"
24,268921.225714971,407583.398986492,426845799.368123,1,0.659794354685882,0.856258641280929,0,8000,3e+07,"Supply Push"
25,273193.315493959,406022.561057437,435503509.399717,1,0.672852549824965,0.856380258770359,0,8000,3e+07,"Supply Push"
26,277169.398207216,404570.981783417,443728333.929731,1,0.685094608084363,0.856492947639367,0,8000,3e+07,"Supply Push"
27,280869.975983073,403221.013058577,451541917.233244,1,0.696565820944133,0.856597539872535,0,8000,3e+07,"Supply Push"
28,284314.135544258,401965.542144477,458964821.371582,1,0.707309721195126,0.856694767519458,0,8000,3e+07,"Supply Push"
29,287519.644994315,400797.954194364,466016580.303003,1,0.717368045383997,0.856785277647602,0,8000,3e+07,"Supply Push"
30,290503.044160451,399712.097400758,472715751.287853,1,0.726780715543836,0.856869644632456,0,8000,3e+07,"Supply Push"
0,98,512539,6983872,0.01,0.00019120496196387,0,10000,3000,2e+07,"Phaseout"
1,7373.04,503631.27,26634678.4,0.572499979166875,0.014639758170695,0.27,10000,3000,2e+07,"Phaseout"
2,29309.4516381306,495347.0811,44785703.1006896,1,0.0591695252812314,0.832499979166875,9655.1724137931,3000,19482758.6206897,"Phaseout"
3,52022.3355439148,487642.785423,61511935.1870345,1,0.106681236960757,0.91822564035793,9310.34482758621,3000,18965517.2413793,"Phaseout"
4,73123.3166229917,480477.79044339,76884614.2897517,1,0.152188754771605,0.917409883839484,8965.51724137931,3000,18448275.862069,"Phaseout"
5,92715.076333379,473814.345112353,90971418.0580227,1,0.195678069458606,0.916217718724387,8620.68965517241,3000,17931034.4827586,"Phaseout"
6,110896.55794644,467617.340954488,103836640.25857,1,0.237152364196078,0.914777046955804,8275.86206896552,3000,17413793.1034483,"Phaseout"
7,127761.552366052,461854.127087674,115541359.969779,1,0.276627499621323,0.91315363277205,7931.03448275862,3000,16896551.7241379,"Phaseout"
8,143398.297482302,456494.338191536,126143602.316118,1,0.314129410783919,0.91138501230531,7586.20689655172,3000,16379310.3448276,"Phaseout"
9,157889.474466375,451509.734518129,135698491.165829,1,0.349692293201344,0.909494171591892,7241.37931034483,3000,15862068.9655172,"Phaseout"
10,171312.375298449,446874.05310186,144258394.193745,1,0.383357176612355,0.907495885974063,6896.55172413793,3000,15344827.5862069,"Phaseout"
11,183739.146167157,442562.86938473,151873060.690954,1,0.415170722348667,0.905399968097869,6551.72413793103,3000,14827586.2068966,"Phaseout"
12,195237.062261875,438553.468527799,158589752.483992,1,0.445184170854412,0.903213063641774,6206.89655172414,3000,14310344.8275862,"Phaseout"
13,205868.81175664,434824.725730853,164453368.308069,1,0.473452404093662,0.900939705342832,5862.06896551724,3000,13793103.4482759,"Phaseout"
14,215692.777424608,431356.994929693,169506561.961631,1,0.500033104736747,0.898582962214789,5517.24137931034,3000,13275862.0689655,"Phaseout"
15,224763.309757946,428132.005284614,173789854.553204,1,0.524986001942385,0.896144855508373,5172.41379310345,3000,12758620.6896552,"Phaseout"
16,233130.988394337,425132.764914691,177341741.135889,1,0.54837219719143,0.893626634017335,4827.58620689655,3000,12241379.3103448,"Phaseout"
17,240842.87029042,422343.471370663,180198792.010129,1,0.570253565205576,0.891028961204521,4482.75862068965,3000,11724137.9310345,"Phaseout"
18,247942.724027067,419749.428374717,182395748.961347,1,0.590692225566832,0.888352045123347,4137.93103448276,3000,11206896.5517241,"Phaseout"
19,254471.250184958,417336.968388486,183965616.685693,1,0.609750080774245,0.885595730062506,3793.10344827586,3000,10689655.1724138,"Phaseout"
20,260466.288054317,415093.380601292,184939749.644512,1,0.627488416406479,0.882759561820766,3448.27586206897,3000,10172413.7931034,"Phaseout"
21,265963.009131088,413006.843959202,185347934.576079,1,0.643967558942826,0.879842834281548,3103.44827586207,3000,9655172.4137931,"Phaseout"
22,270994.097955781,411066.364882058,185218468.881758,1,0.659246586700263,0.876844622316259,2758.62068965517,3000,9137931.03448276,"Phaseout"
23,275589.920902129,409261.719340314,184578235.092843,1,0.673383089301269,0.873763804347517,2413.79310344828,3000,8620689.65517242,"Phaseout"
24,279778.683539624,407583.398986492,183452771.614063,1,0.686432971105618,0.870599076775814,2068.96551724138,3000,8103448.27586207,"Phaseout"
25,283586.577188791,406022.561057437,181866339.929911,1,0.698450294117213,0.867348961695998,1724.13793103448,3000,7586206.89655172,"Phaseout"
26,287037.915268078,404570.981783417,179841988.450657,1,0.709487156006016,0.864011808769077,1379.31034482759,3000,7068965.51724138,"Phaseout"
27,290155.260001045,403221.013058577,177401613.166055,1,0.719593599054057,0.860585791684543,1034.48275862069,3000,6551724.13793103,"Phaseout"
28,292959.540014859,401965.542144477,174566015.266373,1,0.72881754603125,0.857068899291332,689.655172413793,3000,6034482.75862069,"Phaseout"
29,295470.159317214,400797.954194364,171354955.882365,1,0.737204759218726,0.853458921149245,344.827586206897,3000,5517241.37931035,"Phaseout"
30,297705.098089111,399712.097400758,167787208.088247,1,0.744798819012543,0.849753426922592,0,3000,5e+06,"Phaseout"
0,98,512539,6983872,0.01,0.00019120496196387,0,0,0,2e+06,"Ramp-Up"
1,5754.84,503631.27,8634678.4,0.512499979166875,0.0114266931836858,0.21,0,0,2e+06,"Ramp-Up"
2,24645.1827809878,495347.0811,10774373.0514286,1,0.0497533622813706,0.715357122024018,428.571428571429,142.857142857143,2571428.57142857,"Ramp-Up"
3,45311.0333688627,487642.785423,13378511.5417143,1,0.0929184942817481,0.830219257788065,857.142857142857,285.714285714286,3142857.14285714,"Ramp-Up"
4,64743.6866934627,480477.79044339,16423871.6789143,1,0.134748552339363,0.838132208395268,1285.71428571429,428.571428571429,3714285.71428571,"Ramp-Up"
5,83012.9973298906,473814.345112353,19888392.3806829,1,0.175201528164383,0.845434508897674,1714.28571428571,571.428571428571,4285714.28571429,"Ramp-Up"
6,100185.630456534,467617.340954488,23751115.6187916,1,0.214247038512381,0.852189207999084,2142.85714285714,714.285714285714,4857142.85714286,"Ramp-Up"
7,116325.363070446,461854.127087674,27992131.2664234,1,0.251866024893967,0.858462244933977,2571.42857142857,857.142857142857,5428571.42857143,"Ramp-Up"
8,131493.125102301,456494.338191536,32592524.7031022,1,0.288049848817904,0.864313587200102,3000,1000,6e+06,"Ramp-Up"
9,145746.973284834,451509.734518129,37534327.0393757,1,0.322799182702854,0.8697948438893,3428.57142857143,1142.85714285714,6571428.57142857,"Ramp-Up"
10,159142.071241734,446874.05310186,42800467.8302641,1,0.35612287206449,0.874949428507149,3857.14285714286,1285.71428571429,7142857.14285714,"Ramp-Up"
11,171730.698416804,442562.86938473,48374730.1530366,1,0.388036842439024,0.879813576640418,4285.71428571429,1428.57142857143,7714285.71428571,"Ramp-Up"
